stream_id,streamer_id,started_at,ended_at,stream_duration_hrs,category,peak_viewers,title_has_hype_word,was_raid
SM00515,STR0032,2024-02-10 18:00:00,2024-02-10 20:00:00,2.0,MOBA,38287.0,True,True
SM00516,STR0033,2024-03-21 09:00:00,2024-03-21 11:30:00,2.5,MOBA,106524.0,True,False
SM00517,STR0033,2024-01-31 16:00:00,2024-01-31 18:30:00,2.5,MOBA,37395.0,False,True
SM00518,STR0033,2024-02-29 10:00:00,2024-02-29 14:00:00,4.0,MOBA,111380.0,True,False
SM00519,STR0033,2024-03-19 15:00:00,2024-03-19 18:00:00,3.0,MOBA,64455.0,True,False
SM00520,STR0033,2024-02-02 19:00:00,2024-02-02 20:30:00,1.5,MOBA,52128.0,True,True
SM00521,STR0033,2024-02-13 18:00:00,2024-02-13 19:30:00,1.5,MOBA,60703.0,False,False
SM00522,STR0033,2024-02-27 11:00:00,2024-02-27 16:00:00,5.0,MOBA,97317.0,False,False
SM00523,STR0033,2024-01-20 18:00:00,2024-01-20 20:00:00,2.0,MOBA,64237.0,False,False
SM00524,STR0033,2024-02-24 18:00:00,2024-02-24 19:30:00,1.5,MOBA,,True,False
SM00525,STR0033,2024-02-21 14:00:00,2024-02-21 17:00:00,3.0,MOBA,34819.0,False,True
SM00526,STR0033,2024-03-15 16:00:00,2024-03-15 18:30:00,2.5,MOBA,109055.0,False,False
SM00527,STR0033,2024-02-17 08:00:00,2024-02-17 14:00:00,6.0,MOBA,111260.0,False,False
SM00528,STR0033,2024-01-02 21:00:00,2024-01-03 04:00:00,7.0,MOBA,106721.0,False,True
SM00529,STR0033,2024-01-21 22:00:00,2024-01-22 02:00:00,4.0,MOBA,25106.0,False,False
SM00530,STR0033,2024-03-17 08:00:00,2024-03-17 12:00:00,4.0,MOBA,58541.0,False,False
SM00531,STR0033,2024-02-27 16:00:00,2024-02-27 18:30:00,2.5,MOBA,90341.0,False,True
SM00532,STR0033,2024-01-07 18:00:00,2024-01-07 23:00:00,5.0,,63985.0,True,False
SM00533,STR0033,2024-03-06 15:00:00,2024-03-06 18:00:00,3.0,MOBA,112988.0,True,False
SM00534,STR0034,2024-01-03 13:00:00,2024-01-03 15:30:00,2.5,MOBA,6598.0,False,False
SM00535,STR0034,2024-02-11 16:00:00,2024-02-11 21:00:00,5.0,MOBA,6525.0,False,False
SM00536,STR0034,2024-03-26 20:00:00,2024-03-26 23:00:00,3.0,MOBA,17129.0,False,False
SM00537,STR0034,2024-01-22 16:00:00,2024-01-22 22:00:00,6.0,MOBA,,False,True
SM00538,STR0034,2024-01-09 18:00:00,2024-01-10 02:00:00,8.0,MOBA,5448.0,False,False
SM00539,STR0034,2024-01-08 18:00:00,2024-01-08 21:00:00,3.0,MOBA,4126.0,False,False
SM00540,STR0034,2024-02-07 15:00:00,2024-02-07 20:00:00,5.0,MOBA,7690.0,False,False
SM00541,STR0034,2024-01-31 08:00:00,2024-01-31 12:00:00,4.0,MOBA,16979.0,False,False
SM00542,STR0034,2024-01-04 14:00:00,2024-01-04 21:00:00,7.0,MOBA,13782.0,False,False
SM00543,STR0034,2024-01-11 13:00:00,2024-01-11 16:00:00,3.0,,5299.0,False,True
SM00544,STR0034,2024-01-25 10:00:00,2024-01-25 14:00:00,4.0,MOBA,3729.0,False,False
SM00545,STR0034,2024-01-26 14:00:00,2024-01-26 17:00:00,3.0,MOBA,9843.0,False,False
SM00546,STR0034,2024-02-18 15:00:00,2024-02-18 17:30:00,2.5,MOBA,3473.0,False,True
SM00547,STR0034,2024-02-25 12:00:00,2024-02-25 16:00:00,96.0,MOBA,4750.0,False,True
SM00548,STR0034,2024-02-07 08:00:00,2024-02-07 10:30:00,2.5,MOBA,10546.0,True,False
SM00549,STR0034,2024-02-05 19:00:00,2024-02-05 22:00:00,3.0,MOBA,11777.0,False,False
SM00550,STR0034,2024-01-19 16:00:00,2024-01-19 17:30:00,1.5,MOBA,11522.0,False,False
SM00551,STR0034,2024-02-01 20:00:00,2024-02-01 22:00:00,2.0,MOBA,15981.0,False,True
SM00552,STR0034,2024-03-16 22:00:00,2024-03-16 23:30:00,1.5,MOBA,12958.0,False,False
SM00553,STR0035,2024-03-22 12:00:00,2024-03-22 17:00:00,5.0,MOBA,9212.0,False,False
SM00554,STR0035,2024-03-24 22:00:00,2024-03-24 23:30:00,1.5,,7077.0,False,False
SM00555,STR0035,2024-03-27 16:00:00,2024-03-27 18:00:00,2.0,MOBA,5840.0,False,False
SM00556,STR0035,2024-03-29 10:00:00,2024-03-29 13:00:00,3.0,MOBA,-24.0,False,False
SM00557,STR0035,2024-02-16 12:00:00,2024-02-16 15:00:00,3.0,MOBA,13149.0,False,False
SM00558,STR0035,2024-02-12 08:00:00,2024-02-12 10:00:00,2.0,MOBA,12778.0,True,False
SM00559,STR0035,2024-03-29 11:00:00,2024-03-29 15:00:00,4.0,MOBA,3043.0,False,False
SM00560,STR0035,2024-02-08 08:00:00,2024-02-08 12:00:00,4.0,MOBA,13071.0,False,False
SM00561,STR0035,2024-03-28 11:00:00,2024-03-28 15:00:00,4.0,MOBA,11800.0,False,False
SM00562,STR0035,2024-02-10 09:00:00,2024-02-10 15:00:00,6.0,MOBA,6450.0,False,False
SM00563,STR0035,2024-01-30 15:00:00,2024-01-30 22:00:00,7.0,MOBA,4134.0,False,True
SM00564,STR0035,2024-01-28 10:00:00,2024-01-28 13:00:00,3.0,MOBA,4290.0,False,False
SM00565,STR0035,2024-03-05 18:00:00,2024-03-05 20:30:00,2.5,MOBA,9696.0,True,False
SM00566,STR0035,2024-01-24 15:00:00,2024-01-24 18:00:00,3.0,MOBA,10173.0,False,False
SM00567,STR0035,2024-02-11 14:00:00,2024-02-11 17:00:00,3.0,MOBA,11721.0,False,True
SM00568,STR0035,2024-02-21 11:00:00,2024-02-21 17:00:00,6.0,MOBA,5912.0,False,False
SM00569,STR0035,2024-03-07 08:00:00,2024-03-07 11:00:00,3.0,MOBA,3421.0,False,True
SM00570,STR0035,2024-01-22 18:00:00,2024-01-22 20:00:00,2.0,MOBA,11201.0,False,True
SM00571,STR0035,2024-03-22 22:00:00,2024-03-23 02:00:00,4.0,MOBA,10100.0,False,False
SM00572,STR0036,2024-03-02 22:00:00,2024-03-03 01:00:00,3.0,MOBA,6922.0,False,False
SM00573,STR0036,2024-02-16 20:00:00,2024-02-16 22:30:00,2.5,MOBA,,False,False
SM00574,STR0036,2024-02-01 08:00:00,2024-02-01 14:00:00,6.0,MOBA,8997.0,False,False
SM00575,STR0036,2024-01-04 22:00:00,2024-01-05 00:30:00,2.5,MOBA,9187.0,True,True
SM00576,STR0036,2024-03-15 08:00:00,2024-03-15 10:30:00,2.5,MOBA,7536.0,True,False
SM00577,STR0036,2024-02-04 14:00:00,2024-02-04 17:00:00,3.0,MOBA,10289.0,False,False
SM00578,STR0036,2024-01-30 09:00:00,2024-01-30 10:30:00,1.5,MOBA,7723.0,False,False
SM00579,STR0036,2024-03-09 16:00:00,2024-03-09 22:00:00,6.0,MOBA,13886.0,False,False
SM00580,STR0036,2024-03-12 15:00:00,2024-03-12 18:00:00,3.0,MOBA,19388.0,False,True
SM00581,STR0036,2024-03-09 19:00:00,2024-03-10 01:00:00,6.0,MOBA,12460.0,False,False
SM00582,STR0036,2024-01-11 19:00:00,2024-01-12 00:00:00,5.0,MOBA,9892.0,False,False
SM00583,STR0036,2024-03-24 15:00:00,2024-03-24 23:00:00,8.0,MOBA,19309.0,False,True
SM00584,STR0036,2024-01-04 09:00:00,2024-01-04 13:00:00,4.0,MOBA,4297.0,False,False
SM00585,STR0036,2024-03-10 19:00:00,2024-03-10 23:00:00,4.0,MOBA,21079.0,True,False
SM00586,STR0036,2024-02-01 09:00:00,2024-02-01 11:30:00,2.5,MOBA,12049.0,True,True
SM00587,STR0036,2024-01-04 17:00:00,2024-01-04 19:30:00,2.5,MOBA,11611.0,True,False
SM00588,STR0036,2024-03-17 14:00:00,2024-03-17 20:00:00,6.0,MOBA,9114.0,True,False
SM00589,STR0036,2024-03-21 21:00:00,2024-03-22 00:00:00,3.0,MOBA,13851.0,True,False
SM00590,STR0036,2024-01-05 14:00:00,2024-01-05 16:30:00,2.5,MOBA,13854.0,False,False
SM00591,STR0037,2024-03-10 13:00:00,2024-03-10 17:00:00,4.0,MOBA,7821.0,False,False
SM00592,STR0037,2024-03-15 22:00:00,2024-03-16 05:00:00,7.0,MOBA,12745.0,True,False
SM00593,STR0037,2024-02-14 22:00:00,2024-02-15 03:00:00,5.0,MOBA,4224.0,True,True
SM00594,STR0037,2024-02-17 16:00:00,2024-02-17 21:00:00,5.0,MOBA,10085.0,False,False
SM00595,STR0037,2024-01-29 11:00:00,2024-01-29 17:00:00,6.0,MOBA,-38.0,False,False
SM00596,STR0037,2024-02-20 13:00:00,2024-02-20 15:00:00,2.0,MOBA,10267.0,False,False
SM00597,STR0037,2024-01-17 20:00:00,2024-01-17 22:00:00,2.0,MOBA,9132.0,True,True
SM00598,STR0037,2024-01-24 09:00:00,2024-01-24 11:00:00,2.0,MOBA,14765.0,False,False
SM00599,STR0037,2024-01-24 21:00:00,2024-01-24 23:30:00,2.5,MOBA,6626.0,False,False
SM00600,STR0037,2024-02-22 13:00:00,2024-02-22 16:00:00,3.0,MOBA,4412.0,False,True
SM00601,STR0037,2024-03-05 09:00:00,2024-03-05 17:00:00,8.0,MOBA,8377.0,False,False
SM00602,STR0037,2024-03-19 11:00:00,2024-03-19 17:00:00,6.0,,3503.0,False,False
SM00603,STR0037,2024-03-21 09:00:00,2024-03-21 15:00:00,6.0,MOBA,14903.0,False,False
SM00604,STR0038,2024-01-30 13:00:00,2024-01-30 16:00:00,3.0,MOBA,-45.0,False,False
SM00605,STR0038,2024-01-18 16:00:00,2024-01-18 18:30:00,2.5,MOBA,41970.0,True,False
SM00606,STR0038,2024-02-25 09:00:00,2024-02-25 10:30:00,1.5,MOBA,39517.0,True,False
SM00607,STR0038,2024-01-31 16:00:00,2024-01-31 18:00:00,2.0,MOBA,53612.0,False,False
SM00608,STR0038,2024-03-20 19:00:00,2024-03-21 01:00:00,6.0,MOBA,14895.0,False,False
SM00609,STR0038,2024-01-29 22:00:00,2024-01-30 02:00:00,4.0,MOBA,22530.0,False,False
SM00610,STR0038,2024-03-16 08:00:00,2024-03-16 11:00:00,3.0,MOBA,20516.0,True,False
SM00611,STR0038,2024-02-04 10:00:00,2024-02-04 12:30:00,2.5,MOBA,-35.0,False,False
SM00612,STR0038,2024-01-30 13:00:00,2024-01-30 16:00:00,3.0,MOBA,-23.0,False,False
SM00613,STR0038,2024-03-10 08:00:00,2024-03-10 12:00:00,4.0,MOBA,54391.0,False,False
SM00614,STR0038,2024-01-27 15:00:00,2024-01-27 21:00:00,6.0,MOBA,46178.0,False,False
SM00615,STR0038,2024-01-06 18:00:00,2024-01-06 22:00:00,4.0,MOBA,55367.0,False,False
SM00616,STR0038,2024-03-13 14:00:00,2024-03-13 16:00:00,2.0,MOBA,35151.0,False,False
SM00617,STR0038,2024-01-12 18:00:00,2024-01-12 22:00:00,4.0,MOBA,42835.0,False,False
SM00618,STR0038,2024-03-16 21:00:00,2024-03-17 01:00:00,4.0,MOBA,37552.0,False,False
SM00619,STR0039,2024-02-23 20:00:00,2024-02-24 02:00:00,6.0,MOBA,8324.0,True,False
SM00620,STR0039,2024-02-20 18:00:00,2024-02-21 00:00:00,6.0,MOBA,32252.0,False,False
SM00621,STR0039,2024-02-13 14:00:00,2024-02-13 16:30:00,2.5,MOBA,-43.0,True,False
SM00622,STR0039,2024-03-04 12:00:00,2024-03-04 14:00:00,2.0,,41621.0,False,False
SM00623,STR0039,2024-03-05 19:00:00,2024-03-05 21:30:00,2.5,MOBA,18329.0,True,False
SM00624,STR0039,2024-03-28 10:00:00,2024-03-28 14:00:00,4.0,MOBA,18928.0,True,False
SM00625,STR0039,2024-02-24 12:00:00,2024-02-24 13:30:00,1.5,MOBA,35383.0,False,False
SM00626,STR0039,2024-01-04 21:00:00,2024-01-05 02:00:00,5.0,MOBA,,False,False
SM00627,STR0039,2024-01-29 19:00:00,2024-01-29 22:00:00,3.0,MOBA,25904.0,False,False
SM00628,STR0039,2024-02-09 09:00:00,2024-02-09 13:00:00,4.0,MOBA,,False,False
SM00629,STR0039,2024-01-27 16:00:00,2024-01-27 22:00:00,6.0,MOBA,45804.0,False,False
SM00630,STR0039,2024-01-08 13:00:00,2024-01-08 15:30:00,2.5,MOBA,20667.0,False,False
SM00631,STR0039,2024-01-14 12:00:00,2024-01-14 14:30:00,2.5,MOBA,36775.0,True,True
SM00632,STR0039,2024-02-14 17:00:00,2024-02-14 18:30:00,1.5,MOBA,9518.0,True,False
SM00633,STR0039,2024-01-03 14:00:00,2024-01-03 16:00:00,2.0,MOBA,17172.0,False,False
SM00634,STR0039,2024-03-29 12:00:00,2024-03-29 14:30:00,2.5,MOBA,29329.0,False,False
SM00635,STR0039,2024-02-07 15:00:00,2024-02-07 19:00:00,4.0,,21630.0,True,False
SM00636,STR0039,2024-03-15 12:00:00,2024-03-15 15:00:00,3.0,MOBA,33869.0,False,False
SM00637,STR0039,2024-01-19 21:00:00,2024-01-20 00:00:00,3.0,MOBA,,True,False
SM00638,STR0040,2024-01-30 10:00:00,2024-01-30 12:00:00,2.0,MOBA,10300.0,True,False
SM00639,STR0040,2024-01-26 08:00:00,2024-01-26 10:00:00,2.0,,11834.0,False,False
SM00640,STR0040,2024-03-04 20:00:00,2024-03-04 22:00:00,2.0,MOBA,2280.0,False,False
SM00641,STR0040,2024-01-06 16:00:00,2024-01-06 18:30:00,2.5,MOBA,-35.0,True,True
SM00642,STR0040,2024-03-10 14:00:00,2024-03-10 19:00:00,5.0,MOBA,7578.0,False,False
SM00643,STR0041,2024-03-21 22:00:00,2024-03-22 00:30:00,2.5,IRL,70200.0,False,False
SM00644,STR0041,2024-01-05 12:00:00,2024-01-05 18:00:00,6.0,IRL,58665.0,False,False
SM00645,STR0041,2024-03-23 18:00:00,2024-03-23 20:30:00,2.5,IRL,41474.0,False,False
SM00646,STR0041,2024-02-02 13:00:00,2024-02-02 16:00:00,3.0,IRL,35084.0,True,False
SM00647,STR0041,2024-03-03 12:00:00,2024-03-03 14:30:00,2.5,IRL,37743.0,False,False
SM00648,STR0041,2024-01-14 20:00:00,2024-01-15 00:00:00,4.0,IRL,21624.0,False,False
SM00649,STR0041,2024-02-10 18:00:00,2024-02-10 23:00:00,5.0,IRL,28856.0,False,False
SM00650,STR0041,2024-01-14 16:00:00,2024-01-14 17:30:00,1.5,IRL,65428.0,False,False
SM00651,STR0041,2024-01-16 22:00:00,2024-01-16 23:30:00,1.5,IRL,64440.0,False,False
SM00652,STR0041,2024-01-07 20:00:00,2024-01-08 01:00:00,5.0,IRL,37336.0,False,False
SM00653,STR0041,2024-02-20 08:00:00,2024-02-20 12:00:00,4.0,IRL,81389.0,False,False
SM00654,STR0041,2024-01-24 13:00:00,2024-01-24 15:00:00,2.0,IRL,51001.0,False,False
SM00655,STR0041,2024-02-25 16:00:00,2024-02-25 21:00:00,5.0,IRL,64789.0,False,False
SM00656,STR0041,2024-03-21 13:00:00,2024-03-21 15:30:00,2.5,IRL,51044.0,True,False
SM00657,STR0041,2024-03-08 12:00:00,2024-03-08 15:00:00,3.0,IRL,77256.0,False,False
SM00658,STR0041,2024-03-02 21:00:00,2024-03-03 00:00:00,3.0,IRL,,True,True
SM00659,STR0041,2024-03-23 15:00:00,2024-03-23 17:00:00,2.0,IRL,28798.0,True,False
SM00660,STR0042,2024-01-13 09:00:00,2024-01-13 16:00:00,7.0,IRL,50032.0,True,False
SM00661,STR0042,2024-01-18 19:00:00,2024-01-18 21:00:00,2.0,IRL,179386.0,False,False
SM00662,STR0042,2024-03-24 18:00:00,2024-03-24 20:00:00,2.0,IRL,144661.0,True,False
SM00663,STR0042,2024-02-26 11:00:00,2024-02-26 16:00:00,5.0,IRL,149077.0,False,True
SM00664,STR0042,2024-03-20 16:00:00,2024-03-20 19:00:00,3.0,IRL,145565.0,False,False
SM00665,STR0042,2024-03-27 08:00:00,2024-03-27 12:00:00,4.0,IRL,102225.0,False,False
SM00666,STR0042,2024-03-01 19:00:00,2024-03-02 03:00:00,8.0,IRL,56120.0,False,False
SM00667,STR0042,2024-01-19 18:00:00,2024-01-19 21:00:00,3.0,IRL,124623.0,False,False
SM00668,STR0042,2024-01-06 08:00:00,2024-01-06 11:00:00,3.0,IRL,126524.0,False,False
SM00669,STR0042,2024-02-22 13:00:00,2024-02-22 18:00:00,5.0,IRL,136281.0,False,False
SM00670,STR0042,2024-01-26 19:00:00,2024-01-26 23:00:00,4.0,IRL,118948.0,False,False
SM00671,STR0042,2024-02-24 19:00:00,2024-02-24 21:30:00,2.5,IRL,117264.0,False,False
SM00672,STR0042,2024-03-28 21:00:00,2024-03-29 01:00:00,4.0,IRL,44461.0,False,False
SM00673,STR0042,2024-02-23 10:00:00,2024-02-23 15:00:00,5.0,IRL,167251.0,False,False
SM00674,STR0042,2024-02-04 16:00:00,2024-02-04 20:00:00,4.0,,85809.0,False,False
SM00675,STR0042,2024-02-10 20:00:00,2024-02-11 01:00:00,5.0,IRL,115990.0,False,False
SM00676,STR0042,2024-01-24 13:00:00,2024-01-24 15:00:00,2.0,IRL,53225.0,False,False
SM00677,STR0043,2024-01-15 13:00:00,2024-01-15 20:00:00,96.0,IRL,40556.0,False,False
SM00678,STR0043,2024-01-22 22:00:00,2024-01-23 01:00:00,3.0,IRL,59035.0,False,True
SM00679,STR0043,2024-03-17 13:00:00,2024-03-17 18:00:00,5.0,IRL,,True,False
SM00680,STR0043,2024-01-10 21:00:00,2024-01-11 04:00:00,7.0,IRL,34427.0,False,False
SM00681,STR0043,2024-01-18 08:00:00,2024-01-18 14:00:00,6.0,IRL,63078.0,True,False
SM00682,STR0043,2024-02-16 22:00:00,2024-02-17 00:30:00,2.5,IRL,59257.0,False,False
SM00683,STR0043,2024-03-02 15:00:00,2024-03-02 16:30:00,1.5,IRL,51139.0,False,False
SM00684,STR0043,2024-03-26 15:00:00,2024-03-26 17:30:00,2.5,IRL,13672.0,False,True
SM00685,STR0043,2024-02-23 22:00:00,2024-02-24 05:00:00,96.0,IRL,42178.0,False,False
SM00686,STR0043,2024-02-27 21:00:00,2024-02-28 00:00:00,3.0,IRL,-31.0,True,False
SM00687,STR0043,2024-01-23 09:00:00,2024-01-23 11:30:00,2.5,,60280.0,False,True
SM00688,STR0043,2024-01-14 08:00:00,2024-01-14 12:00:00,4.0,IRL,23300.0,True,False
SM00689,STR0043,2024-02-01 10:00:00,2024-02-01 14:00:00,4.0,IRL,32401.0,True,False
SM00690,STR0044,2024-01-27 21:00:00,2024-01-27 23:30:00,2.5,IRL,168608.0,False,True
SM00691,STR0044,2024-03-22 22:00:00,2024-03-23 02:00:00,4.0,IRL,123236.0,False,False
SM00692,STR0044,2024-02-25 17:00:00,2024-02-25 21:00:00,4.0,IRL,29849.0,False,False
SM00693,STR0044,2024-03-27 21:00:00,2024-03-28 02:00:00,5.0,IRL,-37.0,True,False
SM00694,STR0044,2024-01-30 08:00:00,2024-01-30 12:00:00,4.0,IRL,105762.0,False,False
SM00695,STR0044,2024-02-09 15:00:00,2024-02-09 17:30:00,2.5,IRL,108911.0,True,False
SM00696,STR0044,2024-03-20 13:00:00,2024-03-20 20:00:00,7.0,IRL,54051.0,False,True
SM00697,STR0044,2024-01-29 22:00:00,2024-01-30 02:00:00,4.0,IRL,104538.0,True,False
SM00698,STR0044,2024-01-10 17:00:00,2024-01-11 00:00:00,7.0,IRL,71423.0,False,False
SM00699,STR0044,2024-03-03 22:00:00,2024-03-04 00:30:00,2.5,IRL,99037.0,False,False
SM00700,STR0044,2024-03-19 08:00:00,2024-03-19 12:00:00,4.0,IRL,132234.0,True,False
SM00701,STR0044,2024-03-08 11:00:00,2024-03-08 15:00:00,4.0,IRL,88571.0,False,True
SM00702,STR0044,2024-02-12 08:00:00,2024-02-12 10:00:00,2.0,IRL,128627.0,False,False
SM00703,STR0044,2024-03-30 13:00:00,2024-03-30 17:00:00,4.0,IRL,143481.0,False,True
SM00704,STR0044,2024-02-12 20:00:00,2024-02-13 00:00:00,4.0,IRL,123201.0,False,False
SM00705,STR0044,2024-03-03 20:00:00,2024-03-03 22:00:00,2.0,IRL,170580.0,True,False
SM00706,STR0044,2024-02-04 08:00:00,2024-02-04 13:00:00,5.0,IRL,39171.0,True,True
SM00707,STR0044,2024-01-18 13:00:00,2024-01-18 16:00:00,3.0,IRL,79025.0,False,False
SM00708,STR0045,2024-01-15 11:00:00,2024-01-15 14:00:00,3.0,IRL,25680.0,True,False
SM00709,STR0045,2024-02-27 21:00:00,2024-02-28 01:00:00,4.0,IRL,8183.0,False,True
SM00710,STR0045,2024-01-27 18:00:00,2024-01-27 20:00:00,2.0,IRL,15866.0,False,True
SM00711,STR0045,2024-03-25 22:00:00,2024-03-26 05:00:00,7.0,IRL,15984.0,False,False
SM00712,STR0045,2024-03-01 15:00:00,2024-03-01 20:00:00,5.0,IRL,5659.0,False,False
SM00713,STR0045,2024-01-10 10:00:00,2024-01-10 14:00:00,4.0,IRL,11125.0,False,False
SM00714,STR0045,2024-02-29 08:00:00,2024-02-29 14:00:00,6.0,IRL,27083.0,False,False
SM00715,STR0045,2024-02-17 15:00:00,2024-02-17 20:00:00,5.0,IRL,12174.0,True,True
SM00716,STR0045,2024-02-14 12:00:00,2024-02-14 18:00:00,6.0,IRL,27187.0,False,False
SM00717,STR0045,2024-03-23 21:00:00,2024-03-24 03:00:00,6.0,IRL,30901.0,False,False
SM00718,STR0045,2024-01-21 16:00:00,2024-01-21 20:00:00,4.0,IRL,16291.0,False,False
SM00719,STR0045,2024-03-05 16:00:00,2024-03-05 19:00:00,3.0,IRL,12648.0,False,True
SM00720,STR0045,2024-01-22 22:00:00,2024-01-23 01:00:00,3.0,IRL,28947.0,False,False
SM00721,STR0045,2024-02-18 17:00:00,2024-02-18 21:00:00,4.0,IRL,16457.0,True,False
SM00722,STR0046,2024-02-25 11:00:00,2024-02-25 16:00:00,5.0,IRL,2612.0,False,False
SM00723,STR0046,2024-03-05 20:00:00,2024-03-06 00:00:00,4.0,IRL,7244.0,False,False
SM00724,STR0046,2024-01-24 12:00:00,2024-01-24 18:00:00,6.0,IRL,6313.0,True,False
SM00725,STR0046,2024-03-12 08:00:00,2024-03-12 13:00:00,5.0,IRL,8151.0,False,False
SM00726,STR0046,2024-01-16 14:00:00,2024-01-16 19:00:00,5.0,IRL,6419.0,True,False
SM00727,STR0046,2024-02-10 21:00:00,2024-02-11 00:00:00,3.0,IRL,5171.0,True,False
SM00728,STR0046,2024-02-18 09:00:00,2024-02-18 11:30:00,2.5,IRL,7089.0,False,False
SM00729,STR0046,2024-02-05 21:00:00,2024-02-05 23:30:00,2.5,IRL,,False,False
SM00730,STR0047,2024-03-13 13:00:00,2024-03-13 15:00:00,2.0,IRL,4853.0,False,False
SM00731,STR0047,2024-02-05 15:00:00,2024-02-05 19:00:00,4.0,IRL,4029.0,False,False
SM00732,STR0047,2024-02-05 15:00:00,2024-02-05 19:00:00,4.0,IRL,4376.0,False,False
SM00733,STR0047,2024-01-11 15:00:00,2024-01-11 20:00:00,5.0,IRL,5956.0,True,False
SM00734,STR0047,2024-01-31 17:00:00,2024-01-31 23:00:00,6.0,IRL,2131.0,False,False
SM00735,STR0047,2024-01-08 16:00:00,2024-01-08 18:30:00,2.5,IRL,5915.0,False,False
SM00736,STR0047,2024-01-22 19:00:00,2024-01-22 21:30:00,2.5,IRL,4441.0,False,False
SM00737,STR0047,2024-01-15 22:00:00,2024-01-16 01:00:00,3.0,IRL,6797.0,False,False
SM00738,STR0047,2024-03-29 15:00:00,2024-03-29 17:30:00,2.5,IRL,6434.0,False,False
SM00739,STR0048,2024-01-03 22:00:00,2024-01-04 04:00:00,6.0,IRL,16179.0,False,True
SM00740,STR0048,2024-03-01 15:00:00,2024-03-01 18:00:00,3.0,IRL,,False,False
SM00741,STR0048,2024-03-04 08:00:00,2024-03-04 14:00:00,6.0,IRL,7600.0,False,False
SM00742,STR0048,2024-02-01 10:00:00,2024-02-01 14:00:00,4.0,IRL,21476.0,True,False
SM00743,STR0048,2024-01-23 12:00:00,2024-01-23 14:00:00,2.0,IRL,19392.0,False,False
SM00744,STR0048,2024-03-27 11:00:00,2024-03-27 15:00:00,4.0,IRL,21829.0,False,False
SM00745,STR0048,2024-01-02 14:00:00,2024-01-02 18:00:00,4.0,IRL,18399.0,False,True
SM00746,STR0048,2024-01-23 13:00:00,2024-01-23 16:00:00,3.0,IRL,6440.0,False,False
SM00747,STR0048,2024-03-07 20:00:00,2024-03-07 22:00:00,2.0,IRL,,False,False
SM00748,STR0048,2024-02-16 21:00:00,2024-02-16 22:30:00,1.5,IRL,8886.0,False,False
SM00749,STR0048,2024-02-19 08:00:00,2024-02-19 10:30:00,2.5,IRL,,True,False
SM00750,STR0048,2024-03-12 10:00:00,2024-03-12 14:00:00,4.0,IRL,16515.0,False,False
SM00751,STR0048,2024-02-21 22:00:00,2024-02-22 03:00:00,5.0,IRL,6572.0,False,False
SM00752,STR0048,2024-01-20 19:00:00,2024-01-20 22:00:00,3.0,,17937.0,True,False
SM00753,STR0048,2024-01-19 19:00:00,2024-01-19 22:00:00,3.0,IRL,3915.0,False,True
SM00754,STR0048,2024-03-26 11:00:00,2024-03-26 16:00:00,5.0,IRL,,True,False
SM00755,STR0048,2024-01-08 16:00:00,2024-01-08 21:00:00,5.0,IRL,,False,False
SM00756,STR0049,2024-03-03 15:00:00,2024-03-03 19:00:00,4.0,IRL,11559.0,False,False
SM00757,STR0049,2024-03-08 21:00:00,2024-03-08 23:00:00,2.0,IRL,6861.0,False,False
SM00758,STR0049,2024-01-07 16:00:00,2024-01-07 19:00:00,3.0,IRL,,False,False
SM00759,STR0049,2024-01-05 20:00:00,2024-01-06 04:00:00,8.0,IRL,4715.0,False,False
SM00760,STR0049,2024-03-12 11:00:00,2024-03-12 12:30:00,1.5,IRL,,False,False
SM00761,STR0049,2024-02-24 13:00:00,2024-02-24 17:00:00,4.0,IRL,9625.0,True,True
SM00762,STR0049,2024-01-24 15:00:00,2024-01-24 17:00:00,2.0,IRL,,False,False
SM00763,STR0049,2024-01-09 17:00:00,2024-01-09 20:00:00,3.0,IRL,5479.0,False,False
SM00764,STR0049,2024-03-03 11:00:00,2024-03-03 15:00:00,4.0,IRL,15493.0,True,False
SM00765,STR0049,2024-02-10 13:00:00,2024-02-10 18:00:00,5.0,IRL,3507.0,False,False
SM00766,STR0049,2024-03-07 11:00:00,2024-03-07 16:00:00,5.0,IRL,10540.0,True,False
SM00767,STR0049,2024-02-17 17:00:00,2024-02-17 20:00:00,3.0,IRL,11932.0,False,True
SM00768,STR0049,2024-03-10 13:00:00,2024-03-10 16:00:00,3.0,IRL,3314.0,False,False
SM00769,STR0049,2024-02-10 16:00:00,2024-02-10 18:00:00,2.0,IRL,5872.0,False,False
SM00770,STR0049,2024-01-30 16:00:00,2024-01-30 18:30:00,2.5,IRL,4770.0,True,False
SM00771,STR0049,2024-01-02 08:00:00,2024-01-02 14:00:00,6.0,IRL,12127.0,False,False
SM00772,STR0049,2024-01-04 14:00:00,2024-01-04 18:00:00,4.0,IRL,6398.0,False,True
SM00773,STR0050,2024-02-23 11:00:00,2024-02-23 17:00:00,6.0,Creative,14206.0,False,False
SM00774,STR0050,2024-03-01 18:00:00,2024-03-01 20:00:00,2.0,Creative,34649.0,False,False
SM00775,STR0050,2024-03-29 21:00:00,2024-03-30 00:00:00,3.0,Creative,12131.0,False,False
SM00776,STR0050,2024-03-15 20:00:00,2024-03-16 01:00:00,5.0,Creative,12191.0,False,False
