session_id,viewer_id,streamer_id,stream_id,started_at,ended_at,duration_mins,chat_messages_sent,bits_cheered,followed_during,subscribed_during
SES013556,VWR00908,STR0041,SM00658,2024-03-02 23:27:00,2024-03-02 23:30:00,3,1,0,False,False
SES013557,VWR00664,STR0047,SM00735,2024-01-08 18:08:00,2024-01-08 18:18:00,10,1,0,False,False
SES013558,VWR00932,STR0050,SM00789,2024-01-23 23:03:00,2024-01-23 23:27:00,24,0,0,False,False
SES013559,VWR00913,STR0035,SM00569,2024-03-07 08:30:00,2024-03-07 08:44:00,14,0,0,False,False
SES013560,VWR00982,STR0075,SM01187,2024-02-22 18:44:00,2024-02-22 19:24:00,40,0,0,False,False
SES013561,VWR00983,STR0007,SM00103,2024-01-21 01:25:00,2024-01-21 01:41:00,16,3,0,False,False
SES013562,VWR00360,STR0054,SM00850,2024-03-13 02:31:00,2024-03-13 02:39:00,8,0,0,False,False
SES013563,VWR00858,STR0055,SM00872,2024-01-09 09:44:00,2024-01-09 09:46:00,2,0,0,False,False
SES013564,VWR00986,STR0045,SM00719,2024-03-05 17:00:00,2024-03-05 17:30:00,30,5,0,False,False
SES013565,VWR00511,STR0003,SM00042,2024-03-13 16:20:00,2024-03-13 16:38:00,18,2,0,False,False
SES013566,VWR00320,STR0001,SM00003,2024-01-31 10:04:00,2024-01-31 13:46:00,222,16,0,False,False
SES013567,VWR00943,STR0035,SM00554,2024-03-24 22:32:00,2024-03-24 23:26:00,54,5,514,False,False
SES013568,VWR00667,STR0009,SM00133,2024-01-18 18:12:00,2024-01-18 18:23:00,11,0,0,False,False
SES013569,VWR00017,STR0005,SM00089,2024-02-17 01:08:00,2024-02-17 01:38:00,30,0,0,False,False
SES013570,VWR00706,STR0036,SM00583,2024-03-24 22:12:00,2024-03-24 22:38:00,26,2,0,False,False
SES013571,VWR00975,STR0016,SM00257,2024-03-24 16:59:00,2024-03-24 17:58:00,59,5,0,False,False
SES013572,VWR00969,STR0026,SM00418,2024-03-15 22:11:00,2024-03-15 23:58:00,107,5,0,True,False
SES013573,VWR00964,STR0035,SM00556,2024-03-29 10:45:00,2024-03-29 10:47:00,2,0,0,False,False
SES013574,VWR00859,STR0010,SM00156,2024-03-01 00:35:00,2024-03-01 00:49:00,14,0,0,True,False
SES013575,VWR00793,STR0052,SM00815,2024-02-18 15:21:00,2024-02-18 15:27:00,6,0,0,False,False
SES013576,VWR00772,STR0045,SM00708,2024-01-15 13:03:00,2024-01-15 13:46:00,43,1,0,False,False
SES013577,VWR00931,STR0020,SM00307,2024-03-07 16:13:00,2024-03-07 17:39:00,86,0,0,False,False
SES013578,VWR00676,STR0036,SM00577,2024-02-04 16:18:00,2024-02-04 16:55:00,37,0,0,False,False
SES013579,VWR00365,STR0034,SM00549,2024-02-05 19:34:00,2024-02-05 19:47:00,13,0,0,False,False
SES013580,VWR00299,STR0044,SM00706,2024-02-04 11:30:00,2024-02-04 11:38:00,8,0,4221,False,False
SES013581,VWR00876,STR0044,SM00698,2024-01-10 19:25:00,2024-01-10 19:29:00,4,0,0,False,False
SES013582,VWR00433,STR0074,SM01172,2024-03-05 17:51:00,2024-03-05 19:26:00,95,7,0,False,False
SES013583,VWR00601,STR0004,SM00057,2024-02-18 01:04:00,2024-02-18 01:31:00,27,6,0,False,False
SES013584,VWR00948,STR0064,SM01011,2024-02-07 18:08:00,2024-02-07 19:59:00,111,1,0,False,False
SES013585,VWR00994,STR0051,SM00801,2024-03-15 15:06:00,2024-03-15 16:24:00,78,4,0,False,False
SES013586,VWR00758,STR0070,SM01108,2024-02-28 19:52:00,2024-02-28 20:35:00,43,8,0,False,False
SES013587,VWR00280,STR0010,SM00154,2024-02-10 21:12:00,2024-02-10 21:15:00,3,0,0,False,False
SES013588,VWR00603,STR0005,SM00070,2024-01-12 23:06:00,2024-01-12 23:17:00,11,0,0,False,False
SES013589,VWR00980,STR0047,SM00732,2024-02-05 18:10:00,2024-02-05 18:17:00,7,4,0,False,False
SES013590,VWR00910,STR0022,SM00345,2024-03-24 10:40:00,2024-03-24 10:45:00,5,0,0,False,False
SES013591,VWR00653,STR0067,SM01047,2024-03-03 00:52:00,2024-03-03 03:31:00,159,30,0,False,False
SES013592,VWR00487,STR0064,SM01001,2024-02-10 11:20:00,2024-02-10 13:23:00,123,26,3012,False,False
SES013593,VWR00877,STR0024,SM00376,2024-03-24 22:40:00,2024-03-24 22:56:00,16,0,0,False,False
SES013594,VWR00624,STR0011,SM00168,2024-01-07 14:05:00,2024-01-07 14:08:00,3,0,0,False,False
SES013595,VWR00797,STR0063,SM00994,2024-03-20 14:19:00,2024-03-20 14:36:00,17,0,0,False,False
SES013596,VWR00960,STR0016,SM00238,2024-02-03 18:15:00,2024-02-03 18:49:00,34,2,0,False,False
SES013597,VWR00465,STR0021,SM00327,2024-01-31 13:09:00,2024-01-31 14:03:00,54,2,0,False,False
SES013598,VWR00963,STR0049,SM00771,2024-01-02 12:59:00,2024-01-02 13:35:00,36,0,0,False,False
SES013599,VWR00880,STR0039,SM00633,2024-01-03 14:44:00,2024-01-03 15:27:00,43,0,0,False,False
SES013600,VWR00655,STR0063,SM00982,2024-03-13 02:02:00,2024-03-13 03:32:00,90,12,0,False,False
SES013601,VWR00961,STR0066,SM01045,2024-01-09 01:59:00,2024-01-09 02:15:00,16,0,0,True,False
SES013602,VWR00839,STR0034,SM00552,2024-03-16 22:43:00,2024-03-16 23:26:00,43,1,0,False,False
SES013603,VWR00388,STR0009,SM00142,2024-01-18 14:23:00,2024-01-18 15:29:00,66,13,0,False,True
SES013604,VWR00982,STR0019,SM00288,2024-01-13 19:13:00,2024-01-13 19:27:00,14,0,0,False,False
SES013605,VWR00713,STR0020,SM00299,2024-03-15 00:07:00,2024-03-15 00:48:00,41,4,0,False,False
SES013606,VWR00783,STR0076,SM01197,2024-01-01 20:03:00,2024-01-01 20:50:00,47,6,0,False,False
SES013607,VWR00974,STR0025,SM00382,2024-01-20 13:11:00,2024-01-20 15:18:00,127,16,0,False,False
SES013608,VWR00704,STR0070,SM01111,2024-01-24 23:21:00,2024-01-25 00:13:00,52,8,0,False,False
SES013609,VWR00301,STR0012,SM00179,2024-03-26 19:01:00,2024-03-26 19:06:00,5,0,6837,False,False
SES013610,VWR00416,STR0008,SM00129,2024-03-16 20:23:00,2024-03-16 21:51:00,88,0,0,False,False
SES013611,VWR00952,STR0021,SM00332,2024-03-30 14:17:00,2024-03-30 16:02:00,105,28,0,False,False
SES013612,VWR00637,STR0053,SM00830,2024-01-30 14:46:00,2024-01-30 14:59:00,13,2,503,False,False
SES013613,VWR00907,STR0001,SM00008,2024-03-18 11:12:00,2024-03-18 12:40:00,88,0,0,False,False
SES013614,VWR00721,STR0017,SM00260,2024-02-05 12:01:00,2024-02-05 12:18:00,17,2,0,False,False
SES013615,VWR00867,STR0011,SM00173,2024-02-25 17:59:00,2024-02-25 18:05:00,6,0,0,False,False
SES013616,VWR00995,STR0038,SM00606,2024-02-25 09:40:00,2024-02-25 09:55:00,15,0,0,False,False
SES013617,VWR00975,STR0036,SM00579,2024-03-09 21:13:00,2024-03-09 21:34:00,21,0,0,False,False
SES013618,VWR00990,STR0064,SM01004,2024-03-10 17:27:00,2024-03-10 17:43:00,16,1,0,False,False
SES013619,VWR00730,STR0073,SM01155,2024-03-05 10:44:00,2024-03-05 10:53:00,9,1,0,False,False
SES013620,VWR00965,STR0064,SM01009,2024-01-27 22:21:00,2024-01-27 22:23:00,2,0,0,False,False
SES013621,VWR00954,STR0031,SM00502,2024-01-24 18:39:00,2024-01-24 19:57:00,78,2,0,False,False
SES013622,VWR00876,STR0033,SM00530,2024-03-17 10:25:00,2024-03-17 11:34:00,69,1,0,False,False
SES013623,VWR00831,STR0058,SM00904,2024-02-27 18:04:00,2024-02-27 18:20:00,16,0,0,False,False
SES013624,VWR00762,STR0050,SM00785,2024-02-11 23:45:00,2024-02-12 00:33:00,48,1,0,False,True
SES013625,VWR00868,STR0052,SM00811,2024-03-10 12:06:00,2024-03-10 13:18:00,72,5,0,False,False
SES013626,VWR00974,STR0076,SM01192,2024-01-16 16:17:00,2024-01-16 19:59:00,222,48,0,False,False
SES013627,VWR00963,STR0038,SM00605,2024-01-18 17:22:00,2024-01-18 17:31:00,9,3,4318,False,False
SES013628,VWR00921,STR0067,SM01052,2024-01-29 16:05:00,2024-01-29 16:25:00,20,3,0,False,False
SES013629,VWR00887,STR0071,SM01122,2024-03-05 14:39:00,2024-03-05 16:40:00,121,3,0,False,False
SES013630,VWR00892,STR0032,SM00514,2024-01-03 20:21:00,2024-01-03 20:49:00,28,13,0,False,False
SES013631,VWR00710,STR0041,SM00643,2024-03-21 22:26:00,2024-03-21 23:07:00,41,6,0,False,True
SES013632,VWR00812,STR0041,SM00650,2024-01-14 16:28:00,2024-01-14 16:52:00,24,4,0,False,False
SES013633,VWR00496,STR0072,SM01138,2024-03-27 21:44:00,2024-03-27 22:16:00,32,3,5784,False,False
SES013634,VWR00622,STR0001,SM00003,2024-01-31 14:45:00,2024-01-31 14:59:00,14,2,0,False,False
SES013635,VWR00442,STR0021,SM00334,2024-01-16 20:32:00,2024-01-16 20:49:00,17,1,3880,False,False
SES013636,VWR00710,STR0018,SM00285,2024-01-24 15:47:00,2024-01-24 16:19:00,32,4,0,False,False
SES013637,VWR00708,STR0068,SM01082,2024-02-17 19:28:00,2024-02-17 20:29:00,61,3,0,False,False
SES013638,VWR00649,STR0052,SM00814,2024-03-23 10:48:00,2024-03-23 11:24:00,36,2,0,False,False
SES013639,VWR00983,STR0072,SM01151,2024-02-18 14:51:00,2024-02-18 14:54:00,3,0,0,False,False
SES013640,VWR00987,STR0022,SM00341,2024-02-29 14:18:00,2024-02-29 14:23:00,5,1,0,False,False
SES013641,VWR00856,STR0012,SM00189,2024-03-02 15:07:00,2024-03-02 15:51:00,44,2,0,False,False
SES013642,VWR00949,STR0041,SM00644,2024-01-05 14:17:00,2024-01-05 17:29:00,192,33,0,False,False
SES013643,VWR00936,STR0048,SM00755,2024-01-08 19:32:00,2024-01-08 20:07:00,35,0,0,False,False
SES013644,VWR00787,STR0003,SM00037,2024-02-21 23:15:00,2024-02-21 23:28:00,13,2,0,False,False
SES013645,VWR00949,STR0065,SM01020,2024-02-04 18:07:00,2024-02-04 21:41:00,214,7,0,False,False
SES013646,VWR00462,STR0021,SM00322,2024-01-16 20:01:00,2024-01-16 21:12:00,71,2,0,False,True
SES013647,VWR00934,STR0040,SM00639,2024-01-26 09:45:00,2024-01-26 09:56:00,11,1,0,False,False
SES013648,VWR00825,STR0061,SM00951,2024-01-02 20:40:00,2024-01-02 21:28:00,48,0,0,False,False
SES013649,VWR00789,STR0041,SM00654,2024-01-24 13:56:00,2024-01-24 14:31:00,35,0,0,False,True
SES013650,VWR00843,STR0043,SM00689,2024-02-01 11:38:00,2024-02-01 12:28:00,50,2,0,False,False
SES013651,VWR00513,STR0015,SM00218,2024-03-20 18:15:00,2024-03-20 20:47:00,152,5,0,False,False
SES013652,VWR00701,STR0010,SM00160,2024-02-24 20:06:00,2024-02-24 20:09:00,3,0,0,False,False
SES013653,VWR00536,STR0001,SM00004,2024-03-03 18:18:00,2024-03-03 20:22:00,124,69,0,False,True
SES013654,VWR00487,STR0060,SM00942,2024-02-12 14:08:00,2024-02-12 14:22:00,14,0,0,False,False
SES013655,VWR00903,STR0067,SM01061,2024-01-26 13:29:00,2024-01-26 14:24:00,55,4,0,False,True
SES013656,VWR00858,STR0072,SM01145,2024-03-06 21:47:00,2024-03-06 21:54:00,7,1,0,False,False
SES013657,VWR00743,STR0043,SM00689,2024-02-01 10:27:00,2024-02-01 12:56:00,149,14,0,False,False
SES013658,VWR00910,STR0072,SM01152,2024-01-05 13:00:00,2024-01-05 13:36:00,36,6,0,False,False
SES013659,VWR00934,STR0004,SM00065,2024-02-04 11:32:00,2024-02-04 12:05:00,33,1,0,False,False
SES013660,VWR00766,STR0065,SM01013,2024-01-23 15:11:00,2024-01-23 15:30:00,19,0,0,False,False
SES013661,VWR00997,STR0015,SM00223,2024-03-24 22:18:00,2024-03-24 23:18:00,60,3,0,False,False
SES013662,VWR00038,STR0018,SM00272,2024-03-25 20:29:00,2024-03-25 21:04:00,35,8,0,False,False
SES013663,VWR00874,STR0054,SM00845,2024-03-27 13:46:00,2024-03-27 13:48:00,2,0,0,False,False
SES013664,VWR00914,STR0025,SM00394,2024-02-13 16:30:00,2024-02-13 17:29:00,59,1,0,False,False
SES013665,VWR00932,STR0039,SM00622,2024-03-04 13:49:00,2024-03-04 13:54:00,5,0,0,False,False
SES013666,VWR00683,STR0025,SM00392,2024-01-17 20:09:00,2024-01-17 20:45:00,36,5,0,False,False
SES013667,VWR00863,STR0015,SM00220,2024-01-10 23:19:00,2024-01-10 23:57:00,38,0,0,False,False
SES013668,VWR00931,STR0057,SM00897,2024-01-25 21:03:00,2024-01-25 21:06:00,3,0,0,False,False
SES013669,VWR00971,STR0014,SM00206,2024-02-21 23:31:00,2024-02-22 01:05:00,94,1,0,False,False
SES013670,VWR00688,STR0015,SM00221,2024-02-15 10:18:00,2024-02-15 10:23:00,5,0,0,False,False
SES013671,VWR00632,STR0049,SM00763,2024-01-09 17:01:00,2024-01-09 19:49:00,168,17,0,False,True
SES013672,VWR00919,STR0018,SM00271,2024-01-02 21:15:00,2024-01-02 23:11:00,116,15,0,False,False
SES013673,VWR00814,STR0061,SM00959,2024-02-03 18:32:00,2024-02-03 18:59:00,27,15,0,False,False
SES013674,VWR00798,STR0047,SM00734,2024-01-31 18:34:00,2024-01-31 19:05:00,31,1,0,False,False
SES013675,VWR00948,STR0057,SM00897,2024-01-25 21:52:00,2024-01-25 21:56:00,4,0,0,False,False
SES013676,VWR00929,STR0005,SM00070,2024-01-12 22:10:00,2024-01-12 22:24:00,14,0,8733,True,False
SES013677,VWR00047,STR0058,SM00900,2024-02-14 13:17:00,2024-02-14 14:58:00,101,0,0,False,False
SES013678,VWR00638,STR0073,SM01154,2024-03-18 12:37:00,2024-03-18 15:30:00,173,20,0,False,False
SES013679,VWR00948,STR0020,SM00306,2024-02-10 21:33:00,2024-02-10 21:53:00,20,0,0,False,False
SES013680,VWR00990,STR0047,SM00732,2024-02-05 18:00:00,2024-02-05 18:04:00,4,0,0,False,False
SES013681,VWR00472,STR0023,SM00353,2024-01-08 00:25:00,2024-01-08 02:44:00,139,7,0,False,False
SES013682,VWR00890,STR0067,SM01047,2024-03-02 21:23:00,2024-03-02 21:50:00,27,1,0,False,False
SES013683,VWR00705,STR0035,SM00567,2024-02-11 14:00:00,2024-02-11 15:55:00,115,4,0,False,False
SES013684,VWR00692,STR0056,SM00886,2024-01-23 13:02:00,2024-01-23 14:29:00,87,27,0,False,False
SES013685,VWR00910,STR0037,SM00594,2024-02-17 19:23:00,2024-02-17 20:59:00,96,3,0,False,False
SES013686,VWR00627,STR0001,SM00004,2024-03-03 14:53:00,2024-03-03 20:32:00,339,31,0,False,False
SES013687,VWR00844,STR0058,SM00901,2024-01-14 01:07:00,2024-01-14 01:47:00,40,2,0,False,False
SES013688,VWR00892,STR0063,SM00991,2024-01-11 15:57:00,2024-01-11 16:14:00,17,4,0,False,False
SES013689,VWR01000,STR0044,SM00705,2024-03-03 20:03:00,2024-03-03 20:41:00,38,1,0,False,False
SES013690,VWR00437,STR0022,SM00341,2024-02-29 13:08:00,2024-02-29 13:37:00,29,4,0,False,False
SES013691,VWR00892,STR0027,SM00425,2024-02-25 12:49:00,2024-02-25 12:54:00,5,1,6785,False,False
SES013692,VWR00974,STR0068,SM01083,2024-02-12 22:38:00,2024-02-12 22:45:00,7,0,0,False,False
SES013693,VWR00671,STR0069,SM01085,2024-03-10 16:24:00,2024-03-10 16:28:00,4,0,0,False,False
SES013694,VWR00728,STR0048,SM00755,2024-01-08 20:04:00,2024-01-08 20:49:00,45,2,0,False,False
SES013695,VWR00917,STR0054,SM00857,2024-02-29 10:26:00,2024-02-29 10:31:00,5,0,0,False,False
SES013696,VWR00394,STR0023,SM00363,2024-02-14 14:42:00,2024-02-14 14:51:00,9,0,0,False,False
SES013697,VWR00893,STR0033,SM00523,2024-01-20 18:42:00,2024-01-20 18:44:00,2,0,0,False,False
SES013698,VWR00866,STR0045,SM00708,2024-01-15 11:30:00,2024-01-15 12:52:00,82,6,0,False,False
SES013699,VWR00660,STR0073,SM01160,2024-02-13 15:57:00,2024-02-13 18:14:00,137,38,0,False,False
SES013700,VWR00611,STR0064,SM01010,2024-03-09 13:05:00,2024-03-09 13:55:00,50,2,0,False,False
SES013701,VWR00871,STR0040,SM00642,2024-03-10 14:07:00,2024-03-10 16:38:00,151,55,0,False,False
SES013702,VWR00740,STR0072,SM01148,2024-01-01 15:41:00,2024-01-01 15:49:00,8,0,0,False,False
SES013703,VWR00953,STR0052,SM00816,2024-03-30 12:19:00,2024-03-30 12:32:00,13,0,0,False,False
SES013704,VWR00995,STR0019,SM00287,2024-01-04 14:54:00,2024-01-04 17:52:00,178,16,0,False,False
SES013705,VWR00002,STR0051,SM00796,2024-02-26 18:10:00,2024-02-26 18:54:00,44,3,0,False,False
SES013706,VWR00891,STR0067,SM01056,2024-02-08 11:25:00,2024-02-08 11:44:00,19,0,0,False,False
SES013707,VWR00641,STR0008,SM00127,2024-01-19 19:17:00,2024-01-19 20:39:00,82,7,0,False,False
SES013708,VWR00475,STR0011,SM00170,2024-03-27 23:06:00,2024-03-27 23:59:00,53,6,0,False,False
SES013709,VWR00917,STR0043,SM00679,2024-03-17 13:17:00,2024-03-17 13:21:00,4,0,0,False,False
SES013710,VWR00884,STR0018,SM00281,2024-01-31 20:02:00,2024-01-31 22:46:00,164,17,0,False,False
SES013711,VWR00859,STR0020,SM00310,2024-03-09 09:23:00,2024-03-09 10:16:00,53,2,0,False,False
SES013712,VWR00851,STR0015,SM00218,2024-03-20 17:39:00,2024-03-20 19:41:00,122,1,0,False,False
SES013713,VWR00788,STR0041,SM00659,2024-03-23 15:10:00,2024-03-23 15:51:00,41,9,0,False,False
SES013714,VWR00780,STR0051,SM00799,2024-02-05 17:27:00,2024-02-05 19:07:00,100,7,0,False,False
SES013715,VWR00845,STR0005,SM00083,2024-01-16 16:55:00,2024-01-16 19:26:00,151,43,0,False,False
SES013716,VWR00978,STR0036,SM00584,2024-01-04 10:39:00,2024-01-04 11:04:00,25,1,0,False,False
SES013717,VWR00728,STR0061,SM00952,2024-03-14 08:53:00,2024-03-14 10:21:00,88,6,0,False,False
SES013718,VWR00516,STR0066,SM01031,2024-03-04 13:49:00,2024-03-04 15:42:00,113,12,0,True,False
SES013719,VWR00801,STR0044,SM00699,2024-03-03 22:35:00,2024-03-04 00:29:00,114,2,0,False,False
SES013720,VWR00931,STR0004,SM00053,2024-03-02 22:17:00,2024-03-02 22:51:00,34,4,9249,False,False
SES013721,VWR00448,STR0050,SM00775,2024-03-29 23:26:00,2024-03-29 23:51:00,25,1,0,False,False
SES013722,VWR00333,STR0018,SM00273,2024-01-12 21:11:00,2024-01-12 21:50:00,39,1,0,True,False
SES013723,VWR00646,STR0003,SM00036,2024-03-05 10:23:00,2024-03-05 10:31:00,8,0,0,False,False
SES013724,VWR00646,STR0067,SM01051,2024-01-02 12:30:00,2024-01-02 12:51:00,21,3,0,False,False
SES013725,VWR00907,STR0064,SM01004,2024-03-10 15:25:00,2024-03-10 16:21:00,56,0,0,False,False
SES013726,VWR00970,STR0023,SM00360,2024-03-03 18:34:00,2024-03-03 18:37:00,3,0,0,False,False
SES013727,VWR00755,STR0026,SM00409,2024-01-12 22:09:00,2024-01-12 22:13:00,4,0,0,False,False
SES013728,VWR00727,STR0007,SM00107,2024-02-18 19:18:00,2024-02-18 21:29:00,131,1,0,False,False
SES013729,VWR00882,STR0042,SM00673,2024-02-23 12:48:00,2024-02-23 13:24:00,36,8,0,False,False
SES013730,VWR00932,STR0057,SM00889,2024-02-11 13:14:00,2024-02-11 13:31:00,17,0,0,False,False
SES013731,VWR00562,STR0045,SM00714,2024-02-29 13:54:00,2024-02-29 13:59:00,5,0,0,False,False
SES013732,VWR00435,STR0057,SM00890,2024-02-09 11:25:00,2024-02-09 14:18:00,173,1,0,False,False
SES013733,VWR00871,STR0034,SM00541,2024-01-31 09:16:00,2024-01-31 09:56:00,40,2,0,False,False
SES013734,VWR00703,STR0058,SM00909,2024-02-14 21:01:00,2024-02-14 21:17:00,16,1,0,False,False
SES013735,VWR00422,STR0047,SM00732,2024-02-05 16:52:00,2024-02-05 18:44:00,112,6,0,False,False
SES013736,VWR00616,STR0015,SM00222,2024-01-03 11:45:00,2024-01-03 13:16:00,91,3,3190,False,False
SES013737,VWR00802,STR0042,SM00673,2024-02-23 11:15:00,2024-02-23 13:57:00,162,40,0,False,False
SES013738,VWR00320,STR0073,SM01154,2024-03-18 13:36:00,2024-03-18 14:06:00,30,0,0,False,False
SES013739,VWR00896,STR0076,SM01199,2024-02-19 09:08:00,2024-02-19 09:25:00,17,0,0,False,False
SES013740,VWR00166,STR0028,SM00449,2024-03-09 18:08:00,2024-03-09 19:19:00,71,0,0,False,False
SES013741,VWR00913,STR0064,SM01005,2024-03-14 10:03:00,2024-03-14 12:31:00,148,7,0,False,False
SES013742,VWR00797,STR0018,SM00268,2024-01-30 15:59:00,2024-01-30 16:53:00,54,1,7783,False,False
SES013743,VWR00912,STR0076,SM01197,2024-01-01 17:55:00,2024-01-01 20:02:00,127,3,0,False,False
SES013744,VWR00960,STR0022,SM00346,2024-02-29 22:47:00,2024-03-01 00:58:00,131,20,0,False,False
SES013745,VWR00523,STR0071,SM01118,2024-02-05 18:02:00,2024-02-05 21:08:00,186,1,0,False,False
SES013746,VWR00683,STR0009,SM00136,2024-01-06 21:25:00,2024-01-06 21:51:00,26,0,0,False,False
SES013747,VWR00499,STR0061,SM00947,2024-03-22 22:42:00,2024-03-22 23:22:00,40,4,503,False,False
SES013748,VWR00956,STR0011,SM00172,2024-03-22 14:55:00,2024-03-22 15:47:00,52,0,0,False,False
SES013749,VWR00876,STR0051,SM00800,2024-02-18 12:24:00,2024-02-18 12:38:00,14,0,0,False,False
SES013750,VWR00939,STR0051,SM00798,2024-02-28 13:40:00,2024-02-28 13:47:00,7,0,0,False,False
SES013751,VWR00517,STR0032,SM00511,2024-03-09 22:53:00,2024-03-09 23:02:00,9,0,0,False,False
SES013752,VWR00613,STR0020,SM00308,2024-02-18 20:20:00,2024-02-18 20:59:00,39,2,2712,False,False
SES013753,VWR00926,STR0047,SM00732,2024-02-05 16:28:00,2024-02-05 18:15:00,107,2,0,False,False
SES013754,VWR00985,STR0026,SM00409,2024-01-12 20:15:00,2024-01-12 22:24:00,129,9,0,True,False
SES013755,VWR00823,STR0040,SM00642,2024-03-10 15:56:00,2024-03-10 18:26:00,150,0,0,False,False
SES013756,VWR00999,STR0007,SM00107,2024-02-18 21:22:00,2024-02-18 21:27:00,5,1,0,False,False
SES013757,VWR00448,STR0042,SM00666,2024-03-01 20:53:00,2024-03-01 21:56:00,63,0,0,False,False
SES013758,VWR00891,STR0061,SM00953,2024-01-03 13:58:00,2024-01-03 15:49:00,111,5,0,False,False
SES013759,VWR00484,STR0003,SM00035,2024-03-09 16:53:00,2024-03-09 18:25:00,92,3,0,False,False
SES013760,VWR00927,STR0009,SM00137,2024-03-24 21:46:00,2024-03-24 22:12:00,26,7,0,False,False
SES013761,VWR00763,STR0041,SM00651,2024-01-16 22:21:00,2024-01-16 22:31:00,10,0,0,False,False
SES013762,VWR00719,,SM00924,2024-01-03 15:18:00,2024-01-03 16:28:00,70,1,0,False,True
SES013763,VWR00794,STR0015,SM00228,2024-01-22 13:56:00,2024-01-22 14:46:00,50,3,0,False,False
SES013764,VWR00975,STR0074,SM01173,2024-01-24 19:09:00,2024-01-24 19:34:00,25,2,0,True,False
SES013765,VWR00423,STR0034,SM00551,2024-02-01 20:10:00,2024-02-01 20:57:00,47,1,0,False,False
SES013766,VWR00797,STR0076,SM01193,2024-02-12 18:11:00,2024-02-12 18:48:00,37,3,0,False,False
SES013767,VWR00910,STR0060,SM00939,2024-03-22 10:21:00,2024-03-22 11:10:00,49,1,0,False,False
SES013768,VWR00941,STR0006,SM00094,2024-01-02 21:58:00,2024-01-03 00:14:00,136,0,0,False,False
SES013769,VWR00688,STR0051,SM00804,2024-03-02 14:49:00,2024-03-02 15:39:00,50,0,0,False,False
SES013770,VWR00873,STR0041,SM00645,2024-03-23 18:34:00,2024-03-23 18:54:00,20,0,5895,False,False
SES013771,VWR00411,STR0057,SM00893,2024-03-26 18:08:00,2024-03-26 19:58:00,110,1,0,True,False
SES013772,VWR00739,STR0054,SM00853,2024-01-16 22:17:00,2024-01-16 22:53:00,36,0,0,False,False
SES013773,VWR00950,STR0036,SM00577,2024-02-04 15:39:00,2024-02-04 16:03:00,24,0,0,False,False
SES013774,VWR00720,STR0031,SM00489,2024-03-17 21:15:00,2024-03-17 21:36:00,21,0,0,False,False
SES013775,VWR00676,STR0074,SM01178,2024-01-29 08:59:00,2024-01-29 09:22:00,23,0,0,False,False
SES013776,VWR00866,STR0059,SM00928,2024-01-29 20:00:00,2024-01-29 20:24:00,24,0,0,False,False
SES013777,VWR00543,STR0068,SM01070,2024-01-26 17:34:00,2024-01-26 17:54:00,20,0,0,False,False
SES013778,VWR00665,STR0027,SM00433,2024-03-01 09:07:00,2024-03-01 10:16:00,69,9,0,False,False
SES013779,VWR00882,STR0059,SM00932,2024-02-10 13:59:00,2024-02-10 14:14:00,15,0,6363,False,False
SES013780,VWR00998,STR0016,SM00241,2024-03-21 19:11:00,2024-03-21 19:27:00,16,0,0,False,False
SES013781,VWR00933,STR0031,SM00491,2024-03-24 16:40:00,2024-03-24 18:11:00,91,17,0,False,False
SES013782,VWR00958,STR0076,SM01192,2024-01-16 18:16:00,2024-01-16 19:23:00,67,7,0,False,False
SES013783,VWR00968,STR0040,SM00639,2024-01-26 09:20:00,2024-01-26 09:29:00,9,0,0,False,False
SES013784,VWR00886,STR0065,SM01020,2024-02-04 19:19:00,2024-02-04 19:51:00,32,0,0,False,False
SES013785,VWR00719,STR0050,SM00779,2024-02-03 17:18:00,2024-02-03 19:09:00,111,5,0,False,False
SES013786,VWR00602,STR0023,SM00354,2024-02-24 00:43:00,2024-02-24 00:47:00,4,0,0,False,False
SES013787,VWR00887,STR0065,SM01021,2024-03-11 16:44:00,2024-03-11 19:09:00,145,24,0,False,False
SES013788,VWR00687,STR0054,SM00848,2024-01-23 19:57:00,2024-01-23 21:25:00,88,3,0,False,False
SES013789,VWR00990,STR0049,SM00756,2024-03-03 17:11:00,2024-03-03 17:14:00,3,0,0,False,False
SES013790,VWR00642,STR0008,SM00117,2024-03-07 17:07:00,2024-03-07 20:40:00,213,38,0,False,False
SES013791,VWR00916,STR0031,SM00494,2024-03-27 16:55:00,2024-03-27 17:10:00,15,0,0,False,False
SES013792,VWR00435,STR0038,SM00606,2024-02-25 09:08:00,2024-02-25 09:33:00,25,2,0,False,False
SES013793,VWR00608,STR0059,SM00918,2024-01-21 10:52:00,2024-01-21 10:59:00,7,0,0,True,False
SES013794,VWR00887,STR0072,SM01150,2024-03-11 15:09:00,2024-03-11 16:16:00,67,0,0,False,False
SES013795,VWR00974,STR0009,SM00134,2024-01-08 16:34:00,2024-01-08 16:45:00,11,0,0,False,False
SES013796,VWR00691,STR0005,SM00075,2024-01-12 19:41:00,2024-01-12 19:43:00,2,0,0,False,False
SES013797,VWR00831,STR0076,SM01194,2024-03-06 08:52:00,2024-03-06 09:12:00,20,0,1713,False,False
SES013798,VWR00451,STR0044,SM00706,2024-02-04 08:35:00,2024-02-04 10:47:00,132,32,0,False,False
SES013799,VWR00720,STR0062,SM00978,2024-03-06 17:39:00,2024-03-06 19:35:00,116,1,2086,True,True
